SEQPLT16,PSTATABB,PNAME,LAT,LON,PLPRMFL,NAMEPCAP,PLNGENAN,PLCO2EQA
1816,CA,Trinity,40.797296,-122.762553,WAT,140.00,277804.00,0.00
1817,CA,Tropico Solar PV Plant,35.831944,-119.056111,SUN,14.00,7872.00,0.00
1818,CA,Tulare 1 and 2,36.200000,-119.420000,SUN,3.00,5885.00,0.00
1819,CA,Tulare Success Power Project,36.058635,-118.924097,WAT,1.40,615.00,0.00
1820,CA,Tule River,36.163076,-118.707104,WAT,8.40,14898.00,0.00
1821,CA,Tule Wind LLC,32.663889,-116.289722,WND,131.10,0.00,0.00
1822,CA,Tulloch,37.876111,-120.605000,WAT,24.20,85555.00,0.00
1823,CA,Turlock Irrigation District Fuel Cell,37.483300,-120.867500,OBG,1.20,0.00,0.00
1824,CA,Turlock Lake,37.611461,-120.594678,WAT,3.30,18.00,0.00
1825,CA,UC Davis South Campus,38.550000,-121.750000,SUN,13.00,29651.00,0.00
1826,CA,UCI Facilities Management Central Plant,33.648100,-117.846700,NG,19.00,107915.00,34912.34
1827,CA,UCI Fuel Cell,33.788000,-117.890100,NG,1.40,11015.00,0.00
1828,CA,UCLA So Campus Cogen Project,34.069200,-118.443900,NG,43.00,250470.49,75069.68
1829,CA,UCSD Fuel Cell Plant,32.877222,-117.234722,OBG,3.00,15150.00,0.00
1830,CA,Union Valley,38.864290,-120.444335,WAT,38.60,109772.00,0.00
1831,CA,Univ of Calif Santa Cruz Cogeneration,36.999700,-122.062200,NG,7.20,23399.00,8081.86
1832,CA,Univ of California San Diego Solar,32.874379,-117.238927,SUN,1.20,2379.00,0.00
1833,CA,Univ of San Francisco Cogen,37.776560,-122.451878,NG,1.50,5686.00,2215.67
1834,CA,University of California San Diego,32.874700,-117.239200,NG,35.50,212297.00,75613.38
1835,CA,Upper Dawson,37.650800,-120.470600,WAT,4.40,7654.00,0.00
1836,CA,Upper Gorge,37.546036,-118.590001,WAT,37.50,31150.00,0.00
1837,CA,US Borax,35.032900,-117.701000,NG,48.20,336500.00,106991.60
1838,CA,US GSA - Sacramento,38.601354,-121.397929,SUN,1.10,0.00,0.00
1839,CA,USPS PV,33.977922,-118.258700,SUN,10.70,0.00,0.00
1840,CA,US-TOPCO (Soccer Center),34.660720,-118.081152,SUN,3.00,0.00,0.00
1841,CA,UTS SJ1 LLC,37.433056,-121.941944,NG,1.50,918.00,0.00
1842,CA,VA Sepulveda Ambulatory Care Center,34.248889,-118.483333,SUN,3.50,5896.00,0.00
1843,CA,Vaca Dixon Battery Storage System,38.393333,-121.927778,MWH,2.00,-1413.00,0.00
1844,CA,Vaca Dixon Solar Station,38.410600,-121.926400,SUN,2.00,4028.00,0.00
1845,CA,Vacaville,38.399444,-121.960278,SUN,1.00,495.00,0.00
1846,CA,Valencia 1 Solar CA,33.043580,-115.627790,SUN,3.00,0.00,0.00
1847,CA,Valero Refinery Cogeneration Unit 1,38.073600,-122.141100,NG,51.00,292001.00,87017.90
1848,CA,Valero Refinery Cogeneration Unit 2,38.073889,-122.140833,OG,51.00,0.00,0.00
1849,CA,Valley Center,33.250300,-117.022600,SUN,3.00,345.00,0.00
1850,CA,Valley Center 1,33.234167,-117.001667,SUN,2.50,6169.00,0.00
1851,CA,Valley Center 2,33.234167,-117.001667,SUN,5.00,11571.00,0.00
1852,CA,Valley Generating Station,34.244991,-118.391327,NG,1236.10,1814767.00,785557.84
1853,CA,Valley Sanitary District WTP Solar,33.708661,-116.198885,SUN,1.00,0.00,0.00
1854,CA,Valley View,33.900100,-117.829050,WAT,4.10,11779.00,0.00
1855,CA,Van Norman Bypass Solar Project,34.291111,-118.481111,SUN,2.00,0.00,0.00
1856,CA,Vanadium Redox Flow Battery Plant,32.682506,-116.988781,MWH,2.00,0.00,0.00
1857,CA,Vasco Winds,37.790833,-121.718055,WND,78.20,236400.00,0.00
1858,CA,Vega Solar,36.925833,-120.820000,SUN,20.00,52293.00,0.00
1859,CA,Venable Solar 1,33.598889,-114.571667,SUN,1.50,3039.00,0.00
1860,CA,Venable Solar 2,33.597222,-114.571667,SUN,1.50,3227.00,0.00
1861,CA,Venice Hydro,34.011350,-118.416800,WAT,10.10,0.00,0.00
1862,CA,Verizon-Torrance,33.850556,-118.304167,NG,1.00,6870.00,0.00
1863,CA,Vernon,33.998600,-118.221900,DFO,30.00,0.00,0.00
1864,CA,Verwey-Hanford Dairy Digester #1,36.185190,-119.681495,OBG,1.00,1809.00,1.53
1865,CA,Victor Dry Farm Ranch A,34.501111,-117.466667,SUN,5.00,10665.00,0.00
1866,CA,Victor Dry Farm Ranch B,34.497778,-117.471111,SUN,5.00,10188.00,0.00
1867,CA,Victor Mesa Linda B2,34.512778,-117.387222,SUN,1.50,3809.00,0.00
1868,CA,Victor Mesa Linda C2,34.511389,-117.387222,SUN,1.50,3674.00,0.00
1869,CA,Victor Mesa Linda D2,34.509444,-117.387222,SUN,1.50,3789.00,0.00
1870,CA,Victor Mesa Linda E2,34.508056,-117.387222,SUN,1.50,3785.00,0.00
1871,CA,Victor Valley CC CPV Solar,34.480170,-117.257938,SUN,1.00,1654.00,0.00
1872,CA,Victory Garden (Tehachapi),35.068600,-118.383300,WND,21.10,20410.00,0.00
1873,CA,Victory Garden Phase IV LLC,35.076000,-118.366400,WND,22.00,34213.00,0.00
1874,CA,Vinam,34.668889,-118.061389,SUN,1.50,4418.00,0.00
1875,CA,Vintner Solar,35.557950,-120.682870,SUN,1.50,4341.00,0.00
1876,CA,Vitro Flat Glass LLC,36.690000,-119.720000,DFO,3.30,0.00,0.00
1877,CA,Volta 1,40.459111,-121.867080,WAT,8.50,43593.00,0.00
1878,CA,Volta 2,40.451930,-121.862150,WAT,1.00,4786.00,0.00
1879,CA,Voyager Wind I,35.046061,-118.282730,WND,131.10,0.00,0.00
1880,CA,Vulcan-BN Geothermal Power Company,33.163300,-115.616700,GEO,39.60,262872.00,21337.94
1881,CA,W E Warne,34.685300,-118.788100,WAT,74.20,287460.00,0.00
1882,CA,W Plant,32.903333,-117.195556,NG,4.60,35344.00,12176.51
1883,CA,W R Gianelli,37.069200,-121.077200,WAT,424.00,-317173.00,0.00
1884,CA,Wadham Energy LP,39.106200,-122.109600,AB,28.60,196433.00,6124.72
1885,CA,Wagner Wind LLC,33.908889,-116.555556,WND,6.00,19170.00,0.00
1886,CA,Walgreens Woodland Distribution Center,38.674894,-121.713362,SUN,1.00,460.00,0.00
1887,CA,Walnut,37.490300,-120.904400,NG,49.80,-162.00,434.84
1888,CA,Walnut Creek Energy Park,34.008709,-117.944864,NG,500.00,445550.00,250006.13
1889,CA,Walnut Energy Center,37.487800,-120.895600,NG,300.60,1205595.00,593087.63
1890,CA,Warm Springs Hydro Project,38.722141,-123.011188,WAT,2.70,8952.00,0.00
1891,CA,Waste Management Simi Valley LFGTE,34.282200,-118.794400,LFG,2.60,11121.00,0.00
1892,CA,Waste Management Tri-Cities LFGTE,37.497500,-121.985833,LFG,4.80,0.00,0.00
1893,CA,Waste Mangement Redwood LFGTE,38.160833,-122.565000,LFG,4.00,0.00,0.00
1894,CA,Waterman Turnout Hydroelectric,34.172625,-117.278033,WAT,1.00,0.00,0.00
1895,CA,Watkins Manufacturing Co.,33.143847,-117.236908,NG,2.00,4286.00,5126.28
1896,CA,Watson Cogeneration,33.816647,-118.244841,NG,499.20,3047620.00,1006029.44
1897,CA,Watts 3115,34.600833,-117.642222,SUN,2.00,4423.00,0.00
1898,CA,Welport Lease Project,35.354444,-119.661700,NG,5.00,31916.00,11625.61
1899,CA,West Ford Flat Power Plant,38.788100,-122.721900,GEO,38.00,0.00,0.00
1900,CA,West Gates Solar Station,36.142222,-120.132500,SUN,10.00,22441.00,0.00
1901,CA,West Point PH,38.420898,-120.549572,WAT,13.60,78889.00,0.00
1902,CA,West Valley High School Solar,33.719722,-117.009722,SUN,1.00,1496.00,0.00
1903,CA,Westend Facility,35.707500,-117.395600,NG,20.00,0.00,0.00
1904,CA,Western Antelope Blue Sky B,34.732060,-118.313573,SUN,20.00,4135.00,0.00
1905,CA,Western Antelope Blue Sky Ranch A,34.681667,-118.324722,SUN,20.00,52202.00,0.00
1906,CA,Western Antelope Dry Ranch,34.688889,-118.320278,SUN,10.00,1830.00,0.00
1907,CA,Western Power & Steam Inc,35.440539,-119.012861,NG,36.00,157575.00,66539.06
1908,CA,Westlands Solar PV Farm,36.138056,-120.075833,SUN,18.00,45434.00,0.00
1909,CA,Westmont 300A,33.766067,-118.288925,SUN,2.90,0.00,0.00
1910,CA,Westmont 300B,33.766067,-118.284733,SUN,3.00,0.00,0.00
1911,CA,Westmont 400A,33.764227,-118.288925,SUN,2.30,0.00,0.00
1912,CA,Westmont 400B,33.764227,-118.284733,SUN,2.20,0.00,0.00
1913,CA,Westside Solar Power PV1,36.219000,-119.907000,SUN,2.00,3264.00,0.00
1914,CA,Westside Solar Station,36.378726,-120.124898,SUN,15.00,30612.00,0.00
1915,CA,Westwind Trust,33.968300,-116.534700,WND,31.60,0.00,0.00
1916,CA,Weymouth Solar Plant,34.108618,-117.782246,SUN,3.00,2832.00,0.00
1917,CA,Wheelabrator Lassen,40.435200,-122.270400,NG,38.80,0.00,0.00
1918,CA,Wheelabrator Martell,38.367222,-120.804444,WDS,23.00,0.00,0.00
1919,CA,Wheelabrator Norwalk Energy,33.924898,-118.067853,NG,30.70,38953.00,18041.07
1920,CA,Wheelabrator Shasta,40.428329,-122.279248,WDS,62.70,326937.00,13013.20
1921,CA,Whiskeytown,40.597617,-122.538683,WAT,3.50,24231.00,0.00
1922,CA,White River Solar,35.871389,-119.462500,SUN,20.00,53008.00,0.00
1923,CA,White River Solar 2,35.874722,-119.046111,SUN,19.80,52875.00,0.00
1924,CA,White Rock/Slab Creek,38.765336,-120.787366,WAT,269.10,645545.00,0.00
1925,CA,Whitethorn Solar LLC,37.691000,-121.717000,SUN,3.30,5794.00,0.00
1926,CA,Whitewater Hill Wind Partners,33.925000,-116.617778,WND,61.50,138295.00,0.00
1927,CA,Whitewater Hydro Plant,33.934725,-116.640548,WAT,1.30,1900.00,0.00
1928,CA,Whitney Point Solar,36.376889,-120.138472,SUN,20.00,0.00,0.00
1929,CA,Whittier LFG Power Plant #1,33.971600,-118.048100,LFG,2.20,9911.00,0.00
1930,CA,Wild Horse Power Plant,38.841700,-122.830000,GEO,48.00,0.00,0.00
1931,CA,Wildomar Solar,33.595176,-117.226490,SUN,1.20,0.00,0.00
1932,CA,Wildwood Solar I LLC,35.615833,-119.578333,SUN,19.50,46550.00,0.00
1933,CA,Wildwood Solar II,35.630000,-119.573889,SUN,15.00,0.00,0.00
1934,CA,Willow Spring Solar 3 LLC,34.845538,-118.317787,SUN,50.00,0.00,0.00
1935,CA,Willow Spring Solar LLC,34.826697,-118.335211,SUN,100.00,0.00,0.00
1936,CA,Wilmington Hydrogen Plant,33.780300,-118.240000,WH,31.90,156948.00,0.00
1937,CA,Windhub Solar A LLC,35.019900,-118.287900,SUN,20.00,0.00,0.00
1938,CA,Windhub Solar B LLC,35.013300,-118.269800,SUN,20.00,0.00,0.00
1939,CA,Windland,35.052200,-118.358100,WND,15.30,35825.00,0.00
1940,CA,Windpark Unlimited 1,33.944700,-116.622200,WND,9.40,13738.00,0.00
1941,CA,Windpark Unlimited 2,33.931000,-116.630200,WND,16.10,25594.00,0.00
1942,CA,Windstar 1,35.054167,-118.354722,WND,120.00,299341.00,0.00
1943,CA,Wintec Energy Ltd,33.913100,-116.563100,WND,5.90,2295.00,0.00
1944,CA,Wise,38.889862,-121.098525,WAT,16.40,67770.00,0.00
1945,CA,Wolfskill Energy Center,38.228522,-122.075250,NG,47.00,16450.00,11176.93
1946,CA,Woodland Biomass Power Ltd,38.690500,-121.737100,WDS,28.00,191424.00,7177.39
1947,CA,Woodland Generation Station,37.652602,-121.020397,NG,199.00,490390.00,193899.84
1948,CA,Woodleaf,39.553811,-121.204077,WAT,59.00,233808.00,0.00
1949,CA,Woodmere Solar Farm,35.323056,-118.821389,SUN,15.00,35917.00,0.00
1950,CA,Woodward Power Plant,37.860653,-120.879153,WAT,2.80,2359.00,0.00
1951,CA,Wright Solar Park,37.009444,-120.957222,SUN,200.00,0.00,0.00
1952,CA,WWTP Power Generation Station,37.825800,-122.296100,OBG,6.60,20637.00,87.83
1953,CA,Xilinx San Jose,37.252778,-121.934167,NG,1.10,5548.00,0.00
1954,CA,Yahoo! - HQ,37.415419,-122.025747,NG,1.10,7498.00,0.00
1955,CA,Yerba Buena,37.305833,-121.755000,MWH,4.00,-2611.00,0.00
1956,CA,Yolo County Solar Project,38.659722,-121.729400,SUN,1.00,1940.00,0.00
1957,CA,Yorba Linda,33.911700,-117.819200,WAT,5.10,8306.00,0.00
1958,CA,Yuba City Cogen Partners,39.136670,-121.639846,NG,49.00,14245.00,6318.71
1959,CA,Yuba City Energy Center,39.136500,-121.639700,NG,49.50,236799.00,15365.61
1960,CA,Yuba City Energy Center,39.139200,-121.638700,NG,47.30,30446.00,21433.44
1961,CA,ZCO,35.077200,-118.381100,WND,1.60,1704.00,0.00
1962,CA,Zero Waste Energy Development Co LLC,37.432500,-121.952850,OBG,1.60,5989.00,2.13
1963,CO,Adams Community Solar Garden III LLC,39.786700,-104.587700,SUN,1.20,2935.00,0.00
1964,CO,Adams Community Solar Garden LLC,39.787600,-104.585900,SUN,1.20,2935.00,0.00
1965,CO,AFA Solar Farm,38.957901,-104.806627,SUN,5.50,11563.00,0.00
1966,CO,Airport 1 Solar (DIA),39.899444,-104.675338,SUN,1.50,2523.00,0.00
1967,CO,Airport Industrial,38.284400,-104.530800,DFO,10.00,-209.00,53.75
1968,CO,Alamosa,37.459400,-105.894700,NG,53.20,4072.00,4054.33
1969,CO,American Gypsum Cogeneration,39.648565,-106.949394,NG,9.60,19535.00,20065.02
1970,CO,Ames Hydro,37.866000,-107.883100,WAT,3.60,6972.00,0.00
1971,CO,Arapahoe,39.670000,-105.002800,SUB,240.50,0.00,0.00
1972,CO,Arapahoe 3 Community Solar Array,39.638358,-104.674249,SUN,1.80,0.00,0.00
1973,CO,Arapahoe Combustion Turbine Facility,39.669200,-105.001800,NG,194.00,59277.00,32842.59
1974,CO,Basalt,39.363056,-106.821944,WAT,5.00,22690.00,0.00
1975,CO,BHE Pueblo 2 Community Solar Array,38.284425,-104.523951,SUN,1.50,0.00,0.00
1976,CO,Big Thompson,40.421031,-105.223804,WAT,4.50,5722.00,0.00
1977,CO,Bison Solar LLC,40.863809,-105.011100,SUN,30.00,11305.00,0.00
1978,CO,Blue Mesa,38.453191,-107.337483,WAT,86.40,252915.00,0.00
1979,CO,Blue Spruce Energy Center,39.747875,-104.681404,NG,397.80,181945.00,137167.30
1980,CO,Boulder Canyon Hydro,40.004725,-105.332495,WAT,25.00,12119.00,0.00
1981,CO,Boulder City Betasso Hydro Plant,40.011100,-105.334700,WAT,3.00,7050.00,0.00
1982,CO,Boulder City Lakewood Hydro,40.011100,-105.334700,WAT,3.50,7050.00,0.00
1983,CO,Boulder City Silver Lake Hydro,39.991311,-105.500030,WAT,3.30,9058.00,0.00
1984,CO,Brighton PV Solar Plant,39.982500,-104.940833,SUN,1.80,3560.00,0.00
1985,CO,Brush Power Projects,40.241500,-103.631000,NG,297.20,31792.00,13153.95
1986,CO,Burlington (CO),39.356100,-102.243100,DFO,129.40,1533.00,1578.11
1987,CO,Busch Ranch Wind Energy Farm,37.801111,-104.491944,WND,29.00,95452.00,0.00
1988,CO,Cabin Creek,39.655100,-105.708800,WAT,300.00,-179267.00,0.00
1989,CO,Cameo,39.127778,-108.326111,BIT,75.00,0.00,0.00
1990,CO,Carousel Wind Farm LLC,39.334000,-102.173000,WND,150.00,579696.00,0.00
1991,CO,Carson Solar I,38.722800,-104.781700,SUN,2.00,2695.00,0.00
1992,CO,Carter Hydro,40.324167,-105.208889,WAT,2.60,8275.00,0.00
1993,CO,Castle Creek Hydroplant,39.195000,-106.835000,WAT,1.20,0.00,0.00
1994,CO,Cedar Creek II,40.947500,-103.783889,WND,248.30,751628.00,0.00
1995,CO,Cedar Creek Wind,40.894400,-104.020600,WND,300.50,852867.00,0.00
1996,CO,Cedar Point Wind,39.421787,-103.678140,WND,252.00,661318.00,0.00
1997,CO,Center,37.753606,-106.104670,DFO,1.50,0.00,0.00
1998,CO,Cherokee,39.807275,-104.964548,BIT,1426.90,4633893.00,3572341.74
1999,CO,City & County of Denver at Denver Int'l,39.904133,-104.654183,SUN,3.40,7039.00,0.00
2000,CO,City of Boulder WWTP,40.048025,-105.180327,SUN,1.00,777.00,0.00
2001,CO,Clear Spring Ranch PV Project,38.602102,-104.694688,SUN,10.00,2167.00,0.00
2002,CO,Cogentrix of Alamosa,37.598579,-105.955832,SUN,30.00,63848.00,0.00
2003,CO,Colorado Energy Nations Company,39.760600,-105.215000,NG,35.40,173411.94,63460.77
2004,CO,Colorado Green Holdings LLC,37.703300,-102.623100,WND,162.00,506052.00,0.00
2005,CO,Colorado Highlands Wind,40.756944,-102.743055,WND,110.70,378519.00,0.00
2006,CO,Comanche (470),38.208100,-104.574700,SUB,1635.30,9059710.00,9728762.19
2007,CO,Comanche Solar,38.205278,-104.566667,SUN,120.00,84592.00,0.00
2008,CO,Conejos 1 Community Solar Array,37.195886,-105.982424,SUN,1.50,0.00,0.00
2009,CO,Coyote Ridge Community Solar,40.500969,-105.131430,SUN,1.50,0.00,0.00
2010,CO,Craig,40.462700,-107.591200,SUB,1427.60,8325433.00,9176612.46
2011,CO,Crystal,38.510573,-107.625335,WAT,28.00,175780.00,0.00
2012,CO,CSU Pueblo,38.306111,-104.580000,SUN,1.00,1799.00,0.00
2013,CO,DADS Gas Recovery,39.652200,-104.716100,LFG,3.20,22276.00,0.00
2014,CO,Denver Int Airport,39.836789,-104.697149,SUN,1.90,3205.00,0.00
2015,CO,Denver Intl Airport IV Solar,39.900556,-104.669444,SUN,1.50,2897.00,0.00
2016,CO,Dillon Hydro Plant,39.620800,-106.066200,WAT,1.80,13754.00,0.00
2017,CO,DOE Golden NREL Main Campus,39.740896,-105.170993,SUN,3.30,2792.00,0.00
2018,CO,DOE Golden NWTC Load Side,39.909000,-105.231800,SUN,1.10,1682.00,0.00
2019,CO,DOE Golden NWTC Turbine Side,39.913900,-105.215300,WND,8.80,1177.00,0.00
2020,CO,Drop 5,38.404377,-107.810213,WAT,2.40,0.00,0.00
2021,CO,Eagle Springs Solar LLC,39.526111,-107.696111,SUN,1.00,1495.00,0.00
2022,CO,Eagle Valley Clean Energy LLC Biomass,39.648056,-106.943056,WDS,12.60,85822.00,2706.73
2023,CO,Estes,40.376771,-105.509665,WAT,45.00,114737.00,0.00
2024,CO,Flatiron,40.364996,-105.236032,WAT,94.50,208112.00,0.00
2025,CO,Foothills Hydro Plant,39.458800,-105.065700,WAT,3.10,6145.00,0.00
2026,CO,Fort Lupton,40.092200,-104.796000,NG,100.80,2161.00,1981.30
2027,CO,Fort St. Vrain,40.246100,-104.874200,NG,1148.50,2838269.00,1338411.30
2028,CO,Fountain Valley Power Plant,38.556900,-104.687500,NG,228.00,140376.00,95470.01
2029,CO,Frank Knutson Station,39.941129,-104.682015,NG,154.20,15621.00,13012.63
2030,CO,Front Range Power Plant,38.628100,-104.706900,NG,541.00,2276960.00,1076848.52
2031,CO,Front Range Project,40.029444,-105.004722,LFG,4.80,23786.00,0.00
2032,CO,Fruita,39.136400,-108.734700,NG,26.60,258.00,472.20
2033,CO,George Birdsall,38.881389,-104.816944,NG,59.60,3600.00,3527.99
2034,CO,Georgetown Hydro,39.691900,-105.697800,WAT,1.20,3678.00,0.00
2035,CO,Golden West Power Partners LLC,38.935000,-104.212000,WND,250.00,852605.00,0.00
2036,CO,Granby Hydro,40.146400,-105.868300,WAT,1.20,3549.00,0.00
2037,CO,Grand Valley Project Power Plant,39.101667,-108.345556,WAT,3.00,10710.00,0.00
2038,CO,Greater Sandhill I,37.685467,-105.890900,SUN,19.00,47303.00,0.00
2039,CO,Green Mountain,39.878805,-106.332725,WAT,26.00,59568.00,0.00
2040,CO,Gross Hydro Plant,39.945600,-105.356500,WAT,7.80,16857.00,0.00
2041,CO,Hayden,40.485600,-107.185000,BIT,465.40,2411463.00,2918279.51
2042,CO,Highland Park Project,39.735278,-105.648611,WND,150.00,0.00,0.00
2043,CO,Hillcrest Pump Station,39.641900,-104.913800,WAT,2.00,7518.00,0.00
2044,CO,Holly,38.032717,-102.073659,DFO,5.50,0.00,0.00
2045,CO,Hooper Solar,37.691863,-105.990812,SUN,52.00,124418.00,0.00
2046,CO,Huerfano River Wind,37.772222,-104.832222,WND,8.00,17115.00,0.00
2047,CO,J M Shafer,40.098600,-104.773600,NG,396.90,547556.00,270893.06
2048,CO,Jeffco Community Solar Gardens LLC,39.859564,-105.149694,SUN,1.20,1471.00,0.00
2049,CO,Julesburg,40.950500,-102.279500,DFO,3.70,0.00,0.00
2050,CO,Kit Carson Windpower,39.338300,-102.353300,WND,51.00,185296.00,0.00
2051,CO,La Junta,37.987600,-103.546800,DFO,19.00,-948.00,12.95
2052,CO,Lamar,38.033327,-102.537915,WND,63.70,10343.00,0.00
2053,CO,Las Animas,38.064700,-103.215900,DFO,5.60,-89.00,23.76
2054,CO,Limon Generating Station,39.203800,-103.700500,NG,154.20,51200.00,39460.71
2055,CO,Limon III Wind LLC,39.353333,-103.474167,WND,200.60,792326.00,0.00
2056,CO,Limon Wind I,39.380975,-103.573236,WND,200.00,701195.00,0.00
2057,CO,Limon Wind II,39.341389,-103.581111,WND,200.00,605023.00,0.00
2058,CO,Logan 1 Community Solar Array,40.609968,-103.145084,SUN,1.70,0.00,0.00
2059,CO,Logan Wind Energy,40.941000,-103.259000,WND,201.00,592579.00,0.00
2060,CO,Lower Molina,39.193660,-108.044088,WAT,5.60,15148.00,0.00
2061,CO,Manchief Generating Station,40.217143,-103.685040,NG,300.00,77211.00,50233.19
2062,CO,Manitou Springs,38.855556,-104.933056,WAT,6.00,16755.00,0.00
2063,CO,Martin Drake,38.824444,-104.833333,SUB,257.00,1039675.00,1332354.89
2064,CO,Marys Lake,40.344080,-105.534308,WAT,8.10,36793.00,0.00
2065,CO,McPhee,37.575220,-108.574002,WAT,1.20,5055.00,0.00
2066,CO,Mesa PV1,39.067200,-108.509139,SUN,1.60,3330.00,0.00
2067,CO,Metro Wastewater Reclamation District,39.807800,-104.954200,OBG,15.00,30421.00,12.95
2068,CO,Morrow Point,38.451753,-107.539299,WAT,173.20,326775.00,0.00
2069,CO,Mount Elbert,39.094197,-106.352331,WAT,200.00,-80734.00,0.00
2070,CO,North Fork Hydro Plant,39.461600,-105.677000,WAT,5.50,7092.00,0.00
2071,CO,Northern Colorado Wind LLC,40.988100,-102.896900,WND,174.30,382398.00,0.00
2072,CO,Nucla,38.238300,-108.506900,BIT,113.80,222726.00,340937.42
2073,CO,OREG 4 Peetz,40.992500,-102.853056,WH,4.50,11427.00,0.00
2074,CO,Panasonic Carport Solar,39.808719,-104.781494,,2.30,0.00,0.00
2075,CO,Pawnee,40.221700,-103.680300,SUB,552.30,2705324.00,3425999.01
2076,CO,Peak View Wind Farm,37.710444,-104.505464,WND,60.80,32855.00,0.00
2077,CO,Peetz Table Wind Energy,40.986000,-103.436000,WND,199.50,616321.00,0.00
2078,CO,Pikes Peak Solar Garden 1 LLC,38.774500,-104.745800,SUN,2.00,4566.00,0.00
2079,CO,Plains End,39.857499,-105.225967,NG,114.00,8028.00,4825.77
2080,CO,Plains End II LLC,39.858600,-105.225600,NG,117.60,15041.00,8442.29
2081,CO,Pole Hill,40.365056,-105.325074,WAT,38.20,190647.00,0.00
2082,CO,Ponnequin,40.990489,-104.816686,WND,26.50,0.00,0.00
2083,CO,Ponnequin Phase 1,40.996160,-104.824943,WND,5.20,0.00,0.00
2084,CO,Pueblo,38.266700,-104.614400,DFO,32.50,-33.00,77.35
2085,CO,Pueblo Airport Generating Station,38.320833,-104.526390,NG,540.00,1384649.00,668585.88
2086,CO,Rawhide Energy Station,40.860905,-105.021207,SUB,800.40,2258598.00,2362475.74
2087,CO,Ray D Nixon,38.633451,-104.705770,SUB,282.60,1207359.00,1416931.44
2088,CO,Redlands Water & Power,39.067347,-108.592791,WAT,1.40,8046.00,0.00
2089,CO,Ridge Crest Wind Partners,40.945911,-103.162028,WND,29.70,79739.00,0.00
2090,CO,Rifle Generating Station,39.517300,-107.729900,NG,84.00,1804.00,828.07
2091,CO,Rocky Ford,38.049200,-103.713600,DFO,10.00,-199.00,189.19
2092,CO,Rocky Mountain Energy Center,40.090800,-104.595300,NG,685.10,1860525.00,935389.73
2093,CO,Rush Creek Wind,39.172111,-103.845358,WND,600.00,0.00,0.00
2094,CO,Ruxton Park,38.841354,-104.973802,WAT,1.20,766.00,0.00
2095,CO,RV CSU Power II LLC,40.592841,-105.147097,SUN,3.00,5093.00,0.00
2096,CO,RV CSU Power LLC,40.591099,-105.145904,SUN,1.90,4610.00,0.00
2097,CO,Salida,38.534190,-106.182003,WAT,1.40,2116.00,0.00
2098,CO,San Isabel Solar LLC,37.372000,-104.843000,SUN,30.00,4287.00,0.00
2099,CO,San Luis Valley Solar Ranch,37.694535,-105.927622,SUN,35.00,77242.00,0.00
2100,CO,SECC,38.881667,-104.818056,DFO,1.50,0.00,0.00
2101,CO,Shavano Falls Hydro,38.491966,-108.002283,WAT,2.80,0.00,0.00
2102,CO,Shavano Falls Hydro Drop 4,38.450483,-107.776727,WAT,4.80,0.00,0.00
2103,CO,Shoshone (CO),39.570130,-107.226876,WAT,14.40,83045.00,0.00
2104,CO,Skylark,40.577889,-104.894792,SUN,4.00,9096.00,0.00
2105,CO,SMPA Solar 1,38.272500,-108.785556,SUN,1.00,1862.00,0.00
2106,CO,South Canal Hydro-1,38.483333,-107.755000,WAT,4.00,15317.00,0.00
2107,CO,South Canal Hydro-3,38.470278,-107.771389,WAT,3.50,13360.00,0.00
